PIN,sale_price,sale_year,sale_mm,sale_dd,sale_date,snapshot_year,year_built,acres,elevation,dist_water_ft,date,highest,surge_detrended,log_price,surge_x_elev,surge_x_dist
40026 02003,375000,2013,5,29,2013-05-01,2020,1920,0.17,2.143575668334961,110.37362065898124,2013-05-01,9.286,0.13020974625635776,12.834681304952548,0.27911444385519774,14.371721139401433
40026 02005,40000,2016,10,24,2016-10-01,2020,NA,0.12,2.1136202812194824,120.9063232226444,2016-10-01,12.448,3.189647796593947,10.596634733096073,6.7417042728280014,385.64858746138333
40026 02006,375000,2013,5,29,2013-05-01,2020,NA,0.4,2.714189291000366,159.2333018983108,2013-05-01,9.286,0.13020974625635776,12.834681304952548,0.35341389887288127,20.73372783574106
40026 02007,900000,2014,12,16,2014-12-01,2020,NA,1.15,2.474241018295288,184.25762580326628,2014-12-01,9.2,-0.003334984611966345,13.710150042306449,-0.008251555722310726,-0.614496346691346
40026 02011,750000,2019,1,22,2019-01-01,2020,NA,0.59,2.503016948699951,209.37925483237535,2019-01-01,9.194,-0.13185094049372498,13.527828485512494,-0.3300251387578223,-27.606851669524
40026 02021,900000,2014,12,16,2014-12-01,2020,NA,0.18,1.8765151500701904,234.3462463073279,2014-12-01,9.2,-0.003334984611966345,13.710150042306449,-0.006258149149605801,-0.7815411253070134
40026 02024,125000,2016,12,30,2016-12-01,2020,NA,0.14,2.2583682537078857,125.93742600985536,2016-12-01,9.466,0.20263876622612573,11.736069016284437,0.45763295661561604,25.519804628331087
40026 02033,95000,2013,5,28,2013-05-01,2020,2014,0.17,2.2629270553588867,140.29593737092998,2013-05-01,9.286,0.13020974625635776,11.461632170582678,0.2946551576749275,18.267898405866653
40026 02034,140000,2011,7,1,2011-07-01,2020,2011,0.1,2.286534309387207,114.70507935148407,2011-07-01,8.866,-0.23477303494955412,11.84939770159144,-0.5368165993311174,-26.92965960347735
40026 03001,55392,2014,5,28,2014-05-01,2020,1993,0.21,3.377197027206421,218.54503749953858,2014-05-01,9.059,-0.12676232069863078,10.922190457975935,-0.42810133262520284,-27.7032761306108
40026 03006,750000,2011,12,30,2011-12-01,2020,NA,0.31,2.912827253341675,227.29632166053804,2011-12-01,8.567,-0.5463366684950692,13.527828485512494,-1.5913843374923335,-124.180315137202
40026 03016,403000,2019,3,18,2019-03-01,2020,1990,0.1,2.303460121154785,235.63894309194907,2019-03-01,9.423,0.09230425964231725,12.90669184092882,0.21261918109879485,21.750478185000485
40026 03018,380000,2006,7,14,2006-07-01,2020,1998,0.1,2.3856382369995117,250.04586636306854,2006-07-01,8.158,-0.7928305849226817,12.84792653170257,-1.891406958854238,-198.24401048613032
40026 03019,332000,2018,3,29,2018-03-01,2020,1999,0.1,2.2866344451904297,258.30206326353044,2018-03-01,8.751,-0.5497236734026951,12.712890247898626,-1.2570170869392168,-141.9947590647233
40026 03021,450000,2004,8,31,2004-08-01,2020,NA,0.31,2.4512887001037598,193.88651347107762,2004-08-01,8.958,0.06456797617741984,13.017002861746503,0.158274750392278,12.518859782923531
40026 03022,750000,2011,12,30,2011-12-01,2020,NA,0.21,1.9106581211090088,207.78068690749967,2011-12-01,8.567,-0.5463366684950692,13.527828485512494,-1.0438625925197444,-113.51820826266042
40026 04002,154900,2017,8,15,2017-08-01,2020,NA,0.1,2.081104278564453,261.78479454034715,2017-08-01,9.059,-0.2243152399932227,11.95053502640496,-0.4668234056971079,-58.72231901389446
40026 04012,765000,2020,7,3,2020-07-01,2020,2007,0.15,2.332118034362793,269.38312329661824,2020-07-01,9.194,-0.1767679833002416,13.547631112808673,-0.41224380175243447,-47.61831144026354
40026 04013,295000,2004,8,27,2004-08-01,2020,2003,0.1,2.1746644973754883,297.2846028810244,2004-08-01,8.958,0.06456797617741984,12.594730635321957,0.1404136854604212,19.1950651567357
40026 04014,245000,2021,1,15,2021-01-01,2020,2006,0.1,2.313915967941284,305.0296087971062,2021-01-01,8.951,-0.43487718965563327,12.409013489526863,-1.0062692732376,-132.65041903544278
40026 04015,95000,2017,8,17,2017-08-01,2020,2022,0.1,2.576423168182373,288.71576019988225,2017-08-01,9.059,-0.2243152399932227,11.461632170582678,-0.5779309812949281,-64.76334503906232
40026 04018,100000,2019,4,5,2019-04-01,2020,2020,0.1,2.0460596084594727,298.8865889219023,2019-04-01,9.092,-0.24124131316755795,11.512925464970229,-0.49359410676386267,-72.10379319969178
40026 04020,535925,2019,7,30,2019-07-01,2020,NA,0.21,2.1758642196655273,306.10732202801785,2019-07-01,9.473,0.13228619890667803,13.191749504889337,0.28783680695659775,40.493774088588914
40026 04022,80000,2010,3,2,2010-03-01,2020,NA,0.1,1.9735004901885986,321.4187120645163,2010-03-01,8.8,-0.26078290725892495,11.289781913656018,-0.5146551953082963,-83.82050617960385
40026 06001,170000,2007,8,23,2007-08-01,2020,NA,0.15,2.110846996307373,291.97775648199837,2007-08-01,8.669,-0.3143482246875446,12.043553716032399,-0.6635410058762587,-91.7826893983684
40026 06001A,167000,2010,12,10,2010-12-01,2020,NA,0.15,1.952218770980835,269.1218753614453,2010-12-01,8.511,-0.572364601540082,12.025749091398891,-1.117380918971514,-154.03583495697322
40026 06002,375000,2014,9,23,2014-09-01,2020,2014,0.1,2.468653917312622,298.06774869068363,2014-09-01,9.112,-0.08386249668620134,12.834681304952548,-0.20702748096000773,-24.99670558683595
40026 06003,299900,2020,9,30,2020-09-01,2020,1965,0.1,2.325410842895508,282.96788804835865,2020-09-01,9.893,0.5171408710800068,12.6112043647371,1.2025649889138759,146.33426011299804
40026 06009,300000,2013,12,10,2013-12-01,2020,2013,0.1,2.792612314224243,192.88691967662214,2013-12-01,9.131,-0.04236291765697715,12.611537753638338,-0.11830320551534203,-8.17125269536871
40026 06015,246750,2019,11,21,2019-11-01,2020,1989,0.1,2.243772029876709,234.8484886036173,2019-11-01,9.466,0.11518602291910522,12.416130957295728,0.25845117645862586,27.051263390813485
40026 06019,210000,2010,5,15,2010-05-01,2020,1975,0.1,2.413924217224121,173.9701983717822,2010-05-01,8.935,-0.13079193762674513,12.254862809699606,-0.3157218256548668,-22.753899334354614
40026 06022,99000,2001,8,24,2001-08-01,2020,1985,0.1,2.4488649368286133,252.82456559270267,2001-08-01,8.948,0.14456629229431622,11.502875129116727,0.35402332424686755,36.54991004865818
40026 06024,389000,2007,7,13,2007-07-01,2020,2005,0.1,2.192009449005127,250.07928524153152,2007-07-01,9.03,0.04919734812232998,12.871334622600584,0.10784105195014196,12.303237654211085
40026 07015,360000,2014,3,12,2014-03-01,2020,2006,0.1,2.862445116043091,263.78657402569735,2014-03-01,9.541,0.36024670966919026,12.793859310432293,1.031186434663167,95.02824534766576
40026 07018,309000,2015,12,4,2015-12-01,2020,1999,0.1,2.36965274810791,288.53121409549163,2015-12-01,8.839,-0.3943070515669535,12.641096555879882,-0.9343707883439588,-113.76989231502672
40026 07019,321000,2013,11,26,2013-11-01,2020,1999,0.1,2.5235981941223145,292.9630948342903,2013-11-01,9.266,0.09510053990096687,12.679196402112153,0.2399955507541371,27.860948489799167
40026 07020,203000,2017,7,27,2017-07-01,2020,1982,0.1,2.7105860710144043,249.31864193515116,2017-07-01,9.341,0.06023033281665306,12.220961258023925,0.16325950118538157,15.01654478115011
40026 07022,150000,2001,1,11,2001-01-01,2020,2000,0.07,2.678917407989502,225.25749171776218,2001-01-01,8.833,0.046974725703788675,11.918390573078392,0.1258414104234114,10.581408886165327
40026 07023,278500,2016,4,11,2016-04-01,2020,2000,0.06,2.5574629306793213,216.29931630578318,2016-04-01,9.02,-0.2233251123025942,12.537173338349476,-0.571145696203681,-48.30506910496337
40026 07024,189000,2002,4,25,2002-04-01,2020,2000,0.09,2.617795467376709,205.74338757444283,2002-04-01,9.259,0.43561228607496794,12.14950229404178,1.1403438680206572,89.6243474061112
40026 08006,325000,2015,8,14,2015-08-01,2020,2013,0.28,1.0040714740753174,64.7390294141275,2015-08-01,9.499,0.2757110091686866,12.691580461311874,0.27683355939479654,17.849263132370382
40026 08011,540000,2020,8,3,2020-08-01,2020,2002,0.15,2.672372341156006,124.42368527347288,2020-08-01,9.207,-0.1663135561101174,13.199324418540456,-0.44445174730797515,-20.69334556215732
40026 08018,402000,2015,2,6,2015-02-01,2020,2002,0.16,1.9064418077468872,118.65245327402995,2015-02-01,8.79,-0.4184261302317179,12.904207367601158,-0.7977050681274906,-49.647286865952076
40026 08019,508563,2019,11,5,2019-11-01,2020,2001,0.15,2.5802602767944336,121.46408802022056,2019-11-01,9.466,0.11518602291910522,13.139344380601857,0.2972099193801004,13.99096522654534
40026 08020,429300,2019,3,25,2019-03-01,2020,2001,0.15,2.598463773727417,127.46541899432657,2019-03-01,9.423,0.09230425964231725,12.969911254212652,0.239849274841291,11.765601130269078
40026 08022,612000,2018,10,12,2018-10-01,2020,2004,0.26,1.2847049236297607,62.620943663203164,2018-10-01,9.184,-0.13429633731603083,13.324487561494463,-0.17253116577534797,-8.409763373241695
40026 08023,569000,2021,1,29,2021-01-01,2020,2014,0.26,1.1894853115081787,71.04940240692841,2021-01-01,8.951,-0.43487718965563327,13.251635713108469,-0.5172800294053322,-30.89776444543721
40026 08024,469900,2004,3,5,2004-03-01,2020,2003,0.21,1.8940443992614746,94.05216589343483,2004-03-01,8.134,-0.7468683902770643,13.060275185090907,-1.4146018915897067,-70.24458974290108
40026 08027,369000,2004,12,6,2004-12-01,2020,2003,0.09,2.573347806930542,99.30600126272802,2004-12-01,8.301,-0.6024500845582201,12.818551923022664,-1.5503136038830154,-59.826908857869206
40026 08028,376500,2017,8,25,2017-08-01,2020,2003,0.15,1.0588765144348145,79.03489858052248,2017-08-01,9.059,-0.2243152399932227,12.838673326222086,-0.23752213945863254,-17.728732242929915
40026 08029,339900,2012,6,18,2012-06-01,2020,2004,0.18,1.7728090286254883,86.47219467086975,2012-06-01,9.742,0.6136362404014717,12.736406735684207,1.0878598672755295,53.062472437096694
40026 08030,225000,2004,8,27,2004-08-01,2020,2004,0.13,2.084564685821533,91.01504055123492,2004-08-01,8.958,0.06456797617741984,12.323855681186558,0.13459612297441542,5.876656970099037
40026 09003,205000,2015,3,10,2015-03-01,2020,1980,0.39,0.8432211875915527,33.360877289283536,2015-03-01,9.443,0.23227464271420126,12.230765258120545,0.19585890007687237,7.748885853000644
40026 09005,600000,2019,9,27,2019-09-01,2020,1980,2.19,0.8453260064125061,47.47855026113423,2019-09-01,9.938,0.5921950532869266,13.304684934198283,0.5005978794122788,28.116562601878407
40026 10003,205000,2015,3,10,2015-03-01,2020,NA,0.55,1.8623144626617432,108.31328188442029,2015-03-01,9.443,0.23227464271420126,12.230765258120545,0.4325684264362461,25.15842885090629
40026 11006,500000,2012,3,21,2012-03-01,2020,NA,0.3,2.345137357711792,235.4709876430453,2012-03-01,9.023,-0.09780915642083395,13.122363377404328,-0.2293759066487739,-23.031218662946877
40026 11007,750000,2006,7,10,2006-07-01,2020,NA,0.31,2.468073844909668,209.77995162256332,2006-07-01,8.158,-0.7928305849226817,13.527828485512494,-1.9567644300921039,-166.31996174996874
40026 11008,429000,2013,6,17,2013-06-01,2020,NA,0.34,2.5313525199890137,185.11491860385573,2013-06-01,9.427,0.2686641734464821,12.969212197910155,0.6800837324845178,49.733746599317705
40026 11020,40000,2001,5,21,2001-05-01,2020,NA,0.43,1.0578784942626953,19.81065630037587,2001-05-01,8.889,0.09312089547201083,10.596634733096073,0.09851059268632466,1.8447860545792343
40026 11022,485000,2016,8,15,2016-08-01,2020,NA,0.43,3.6652204990386963,110.68861363321477,2016-08-01,8.79,-0.4633431730382346,13.091904169919621,-1.698254895909371,-51.28681346001692
40026 11023,260000,2009,10,8,2009-10-01,2020,1993,0.39,1.9978034496307373,50.82180300197873,2009-10-01,8.964,-0.08438350421727259,12.468436909997665,-0.16858165581719706,-4.288521827946869
40001 02008,542500,2020,12,11,2020-12-01,2020,1987,0,3.3640260696411133,78.54792538617535,2020-12-01,9.568,0.18466838315424158,13.203943364396752,0.6212292551693425,14.50531838118501
40001 02010,540000,2004,9,15,2004-09-01,2020,1987,0,3.4438469409942627,88.98403353714664,2004-09-01,9.136,0.24002240336754319,13.199324418540456,0.8266004196074046,21.358161590924002
40009 12013,1425000,2020,10,26,2020-10-01,2020,1889,0.18,2.2283079624176025,115.71838479510967,2020-10-01,9.935,0.5566774135220625,14.169682371684887,1.240448713049248,64.41781114469241
40002 20002,707600,2020,2,20,2020-02-01,2020,1911,0.37,5.0497283935546875,156.94775222445338,2020-02-01,8.885,-0.47336858025858985,13.469634241267768,-2.390382760348472,-74.29413464526644
40001 02004,700000,2010,7,22,2010-07-01,2020,2019,0.74,4.180346488952637,70.47605031624377,2010-07-01,8.935,-0.1358009679945651,13.458835614025542,-0.5676950997524496,-9.57071585337958
40020 04009,38500,2014,8,29,2014-08-01,2020,NA,0.09,1.742424488067627,176.82008535352355,2014-08-01,9.289,0.09568307612367397,10.558413520275876,0.16672053493152839,16.918689687075723
40020 04010,125000,2019,9,18,2019-09-01,2020,2019,0.22,1.842968463897705,198.545838750714,2019-09-01,9.938,0.5921950532869266,11.736069016284437,1.0913968076840266,117.57786355887662
40012 01026,400000,2017,6,15,2017-06-01,2020,NA,0.15,0.9068368673324585,64.44775430709427,2017-06-01,9.167,-0.11130620962540216,12.89921982609012,-0.10093657445134964,-7.17343525079185
40011 01006,300000,2011,7,29,2011-07-01,2020,1950,0.25,2.223182201385498,226.36313700735545,2011-07-01,8.866,-0.23477303494955412,12.611537753638338,-0.5219432326651042,-53.14396067591857
40011 02003A,241000,2016,8,16,2016-08-01,2020,1945,0.13,2.537944793701172,255.82145712875902,2016-08-01,8.79,-0.4633431730382346,12.392552212472792,-1.1759393937093687,-118.5331256773039
40011 02004,225000,2016,12,19,2016-12-01,2020,1950,0.13,2.345534324645996,263.67302385133354,2016-12-01,9.466,0.20263876622612573,12.323855681186558,0.4752961816872937,53.43037624034605
40011 02008,200000,2020,5,22,2020-05-01,2020,2020,0.19,2.165201187133789,266.7830890966382,2020-05-01,9.341,-0.024758952932423157,12.206072645530174,-0.053608114281472226,-6.605269946110119
40011 02009,335000,2017,10,2,2017-10-01,2020,1979,0.16,2.358595848083496,283.2292102644694,2017-10-01,9.066,-0.22232427036104116,12.721885810807203,-0.5243731010017444,-62.968727516982064
40004 13016,524000,2017,6,29,2017-06-01,2020,2016,0.11,1.8910624980926514,128.74166820940147,2017-06-01,9.167,-0.11130620962540216,13.169246963303179,-0.21048699882743732,-14.329747109239614
40004 13015,555000,2017,8,2,2017-08-01,2020,2016,0.11,1.6977533102035522,117.18849563957603,2017-08-01,9.059,-0.2243152399932227,13.226723392728571,-0.38083194122759806,-26.28716552383623
40011 02007,644100,2018,3,29,2018-03-01,2020,2018,0.13,2.4329798221588135,213.21483794904603,2018-03-01,8.751,-0.5497236734026951,13.375609272534982,-1.337466605151779,-117.20924394130995
40011 02006,615000,2018,8,13,2018-08-01,2020,2018,0.13,2.4550015926361084,222.47062867340955,2018-08-01,9.2,-0.1132873069482109,13.329377546788654,-0.2781205189833134,-25.203098397486
40016 01022,390000,2018,2,14,2018-02-01,2020,1999,0.2,2.3848795890808105,63.96008215268114,2018-02-01,9.315,0.016575553651386233,12.873902018105829,0.03953069958090493,1.0601737732688372
40004 20113,325000,2019,8,12,2019-08-01,2020,2006,0,3.6455841064453125,92.70052160200703,2019-08-01,10.047,0.7037406260968022,12.691580461311874,2.5655456415583755,65.23712311169656
40004 20114,330000,2016,5,5,2016-05-01,2020,2006,0,3.749405860900879,85.64018327447033,2016-05-01,9.696,0.45021143013946174,12.706847933442663,1.6880253748094645,38.5561893894049
40002 15004,335000,2014,11,12,2014-11-01,2020,NA,0.14,1.9416911602020264,115.51258249727995,2014-11-01,8.692,-0.5088715270540212,12.721885810807203,-0.9880713457592992,-58.781064249344446
40002 16018,500000,2018,7,11,2018-07-01,2020,1898,0.52,1.8756625652313232,166.27741189295813,2018-07-01,9.551,0.24025826586166568,13.122363377404328,0.4506434352641211,39.949522633368026
40002 16020,370000,2018,10,26,2018-10-01,2020,2010,0.22,2.036701202392578,173.48490766552507,2018-10-01,9.184,-0.13429633731603083,12.821258284620408,-0.27352151168847927,-23.298387679089817
40026 02036,395000,2018,2,28,2018-02-01,2020,2017,0.08,2.5809450149536133,91.74575191724679,2018-02-01,9.315,0.016575553651386233,12.886641043883259,0.04278059256664146,1.5207366331910956
40007 12011,578500,2019,11,8,2019-11-01,2020,2018,0.1,2.070352077484131,393.3745186510979,2019-11-01,9.466,0.11518602291910522,13.26819382561587,0.2384756218477042,45.31124632113735
40007 12018,545000,2018,8,30,2018-08-01,2020,2018,0.1,2.1310830116271973,399.748417551536,2018-08-01,9.2,-0.1132873069482109,13.208541073645382,-0.241424655270328,-45.28642168122244
40019 01018,775800,2019,9,27,2019-09-01,2020,NA,0.26,2.778959035873413,242.348435173273,2019-09-01,9.938,0.5921950532869266,13.561650033988004,1.645685794331242,143.51754448143967
40003 12012,435000,2019,8,16,2019-08-01,2020,2018,0.08,2.2709152698516846,283.56892709268965,2019-08-01,10.047,0.7037406260968022,12.983101310070822,1.5981353338182132,199.55897429380786
40007 12019,275000,2018,11,9,2018-11-01,2020,1965,0.07,2.066351890563965,429.0707141321331,2018-11-01,10.253,0.9321580898740943,12.524526376648708,1.926166631315829,399.9617373063228
40007 12016,280000,2019,5,31,2019-05-01,2020,1965,0.07,2.1002771854400635,424.63543280584474,2019-05-01,9.164,-0.17170477072550305,12.542544882151386,-0.36062761258599096,-72.91192963185233
40003 12013,389000,2018,11,29,2018-11-01,2020,2016,0.08,2.629737377166748,265.67468045800666,2018-11-01,10.253,0.9321580898740943,12.871334622600584,2.451330970370267,247.65080266364586
40003 12041,398500,2020,6,19,2020-06-01,2020,2016,0.08,2.3419349193573,271.32841308197254,2020-06-01,9.138,-0.2303045257422983,12.895462777212407,-0.5393582109219105,-62.48816149525409
40003 12018,433000,2020,6,26,2020-06-01,2020,2018,0.08,2.2183310985565186,258.1795565071121,2020-06-01,9.138,-0.2303045257422983,12.978493006984626,-0.5108916915924505,-59.45992031772736
40007 21022,575000,2019,8,1,2019-08-01,2020,2001,0.13,2.214704990386963,415.20952746808706,2019-08-01,10.047,0.7037406260968022,13.262125319779487,1.5585778765546336,292.199812821749
40006 05009,419000,2019,8,27,2019-08-01,2020,2021,0.1,3.9648101329803467,199.78741099042887,2019-08-01,10.047,0.7037406260968022,12.945626198904275,2.790197965338535,140.59851769666355
40007 10020,125000,2019,4,29,2019-04-01,2020,2019,0.13,2.45853328704834,372.37521518186014,2019-04-01,9.092,-0.24124131316755795,11.736069016284437,-0.5930997986336942,-89.8322859015239
40004 12005,245000,2020,9,16,2020-09-01,2020,1973,0.1,2.191793918609619,132.53994128093072,2020-09-01,9.893,0.5171408710800068,12.409013489526863,1.13346621629764,68.54182068691347
40021 16013,890000,2020,10,23,2020-10-01,2020,2018,0.09,4.029405117034912,192.6341529769333,2020-10-01,9.935,0.5566774135220625,13.698976741708323,2.2430788185835584,107.23508203521254
40004 12010,260000,2020,8,17,2020-08-01,2020,1974,0.09,2.1168999671936035,206.34801370340824,2020-08-01,9.207,-0.1663135561101174,12.468436909997665,-0.35206916147335904,-34.31847195527306
40004 13017,579000,2020,5,18,2020-05-01,2020,2018,0.11,1.6448674201965332,105.67438515410332,2020-05-01,9.341,-0.024758952932423157,13.269057756555132,-0.04072519503672227,-2.6163871281932005
40013 01010,510500,2011,4,22,2011-04-01,2020,1996,9.69,1.1791646480560303,133.07947215200457,2011-04-01,9.007,-0.08630054702378995,13.143145916586857,-0.10176255415835016,-11.484831244355215
40012 03001,100000,2020,1,15,2020-01-01,2020,NA,205.77,0.8360574245452881,158.3289095767956,2020-01-01,8.994,-0.36182300744871426,11.512925464970229,-0.3025048117488026,-57.28704222915172
40011 05015,300000,2021,1,29,2021-01-01,2020,1948,0.14,2.0464658737182617,328.61970760350783,2021-01-01,8.951,-0.43487718965563327,12.611537753638338,-0.8899613278887577,-142.90921490806943
40009 12006,3300000,2005,1,28,2005-01-01,2020,NA,0.23,2.602027177810669,60.562511522278314,2005-01-01,8.841,-0.06499565736809669,15.009433026436708,-0.16912046691145785,-3.936300248253409
40002 02001,361000,2019,6,14,2019-06-01,2020,1986,0.09,2.586273670196533,206.30305899221017,2019-06-01,9.292,-0.04625034353537867,12.796633237315017,-0.1196160457230943,-9.541587350789213
40026 04017,300000,2010,7,23,2010-07-01,2020,2006,0.1,2.002946138381958,294.96221893377515,2010-07-01,8.935,-0.1358009679945651,12.611537753638338,-0.272002024433246,-40.0561548530315
40001 01011,753000,2019,9,25,2019-09-01,2021,1995,0.04,3.070402145385742,98.77155512995874,2019-09-01,9.938,0.5921950532869266,13.531820506782031,1.8182769620990031,58.492026353418524
40001 01012,390000,2015,1,23,2015-01-01,2021,1994,0.04,2.905304431915283,124.38011665413669,2015-01-01,8.964,-0.24188055742184097,12.873902018105829,-0.7027366554718137,-30.085131948496187
40001 02012,550000,2016,8,10,2016-08-01,2021,NA,0.52,4.674818992614746,72.65483664996249,2016-08-01,8.79,-0.4633431730382346,13.217673557208654,-2.1660454654175196,-33.66412254996824
40001 02014,150000,2001,2,28,2001-02-01,2021,NA,0.32,3.144845962524414,109.31170368604401,2001-02-01,8.341,-0.4475708471060879,11.918390573078392,-1.4075413714652123,-48.92473181737239
40001 07008,400000,2019,9,18,2019-09-01,2021,NA,0.25,3.086787700653076,134.14135145175197,2019-09-01,9.938,0.5921950532869266,12.89921982609012,1.827980406873678,79.4378447709506
40001 08006,250000,2014,1,16,2014-01-01,2021,2020,0.28,2.238039970397949,222.20053665525933,2014-01-01,9.207,0.031091509533147633,12.429216196844383,0.06958404107519328,6.908550103687515
40001 08008,1127500,2019,3,28,2019-03-01,2021,2006,0.28,2.7643895149230957,149.42656941203737,2019-03-01,9.423,0.09230425964231725,13.93551335035897,0.2551649275379609,13.792708860469439
40001 08009,180000,2013,3,29,2013-03-01,2021,NA,0.28,2.529806613922119,171.18960483241617,2013-03-01,9.092,-0.058781223375821354,12.100712129872347,-0.14870512767058633,-10.062734401272841
40001 08010,479000,2002,8,13,2002-08-01,2021,2000,0.28,2.565887451171875,205.0855950973002,2002-08-01,9.584,0.7505942253393273,13.079455876393052,1.9259403037202545,153.936063380313
40001 08011,525000,2011,2,25,2011-02-01,2021,2000,0.28,2.544273614883423,244.90430227011748,2011-02-01,8.564,-0.5244557471598326,13.17115354157376,-1.3343589196727337,-128.44146882973195
40001 08013,725000,2018,8,10,2018-08-01,2021,2000,0.28,2.1492114067077637,243.7785423092991,2018-08-01,9.2,-0.1132873069482109,13.493926933836812,-0.24347837232829855,-27.617014549980986
40001 08014,395000,2001,8,15,2001-08-01,2021,1999,0.28,1.9691503047943115,240.86075852588502,2001-08-01,8.948,0.14456629229431622,12.886641043883259,0.2846727585343363,34.82034681928381
40001 09004,325000,2003,7,29,2003-07-01,2021,1932,0.08,3.9583895206451416,117.57891232562672,2003-07-01,8.357,-0.5038322688057856,12.691580461311874,-1.9943643730036877,-59.240050160737056
40001 09004A,325000,2003,7,29,2003-07-01,2021,1932,0.06,4.2140398025512695,101.78177510818854,2003-07-01,8.357,-0.5038322688057856,12.691580461311874,-2.123169234557291,-51.280942675838865
40001 09005,439000,2012,6,6,2012-06-01,2021,NA,0.2,4.121880531311035,119.77015355378055,2012-06-01,9.742,0.6136362404014717,12.992254692057308,2.529335272617724,73.49530673904886
40001 09007,343000,2015,9,28,2015-09-01,2021,1930,0.17,4.323761940002441,137.73109104029908,2015-09-01,9.814,0.5881654363588104,12.745485726148077,2.5430873281531525,81.00866726189254
40001 10001,978000,2004,6,28,2004-06-01,2021,2003,0.14,4.415038585662842,122.54950404682359,2004-06-01,8.711,-0.17742299345476012,13.793264949016955,-0.7833293620865718,-21.74309985438368
40001 10005,410000,2008,7,16,2008-07-01,2021,2005,0.12,3.7395451068878174,168.87399389226528,2008-07-01,8.78,-0.2308568340845897,12.92391243868049,-0.8632995442926401,-38.9857155891887
40001 10009,390000,2014,2,14,2014-02-01,2021,1987,0.14,2.7569901943206787,193.5443586485434,2014-02-01,9.2,0.02154593672327047,12.873902018105829,0.0594019362735105,4.170094504587482
40001 11014,499000,2017,6,6,2017-06-01,2021,1940,0.33,2.263986587524414,191.48481290057808,2017-06-01,9.167,-0.11130620962540216,13.120361374733656,-0.25199576570009136,-21.313448724792657
40001 12003,370000,2018,6,8,2018-06-01,2021,1936,0.26,2.1004929542541504,226.6907315880079,2018-06-01,9.122,-0.18627827658039034,12.821258284620408,-0.3912762074877158,-42.227558796961965
40001 13001,725000,2007,3,6,2007-03-01,2021,NA,0.64,2.0530002117156982,318.2482430931271,2007-03-01,8.419,-0.5517845911420289,13.493926933836812,-1.1328138824360454,-175.60447669681017
40002 01003,650000,2012,4,4,2012-04-01,2021,1915,0.23,2.2668585777282715,249.65020901302756,2012-04-01,9.459,0.3356452707692903,13.38472764187182,0.7608603611172939,83.79391200178755
40002 01006,205000,2003,10,29,2003-10-01,2021,1985,0.03,2.7721729278564453,228.72831494112074,2003-10-01,8.856,-0.012386871983480745,12.230765258120545,-0.034338551173428794,-2.833228356172929
40002 01007,250000,2017,6,16,2017-06-01,2021,1985,0.03,2.7916221618652344,229.76874604625814,2017-06-01,9.167,-0.11130620962540216,12.429216196844383,-0.31072488154349015,-25.574688212790605
40002 01011,220000,2017,12,29,2017-12-01,2021,1985,0.03,2.613180637359619,235.316499179514,2017-12-01,9.738,0.4446666992711377,12.301382825334498,1.1619944086139498,104.63741097419388
40002 01013,659000,2019,5,16,2019-05-01,2021,2006,0.16,2.3348488807678223,209.75593544472963,2019-05-01,9.164,-0.17170477072550305,13.398478813484644,-0.40090469175093635,-36.01609480385072
40002 02004,264000,2017,4,17,2017-04-01,2021,1986,0.2,1.9912055730819702,160.7780661068564,2017-04-01,9.423,0.14970282074241803,12.483704382128453,0.298089090968394,24.06893000970736
40002 02005,390000,2019,3,25,2019-03-01,2021,1986,0.2,1.8267312049865723,145.1902964916013,2019-03-01,9.423,0.09230425964231725,12.873902018105829,0.16861507144180363,13.401682824905789
40002 02006,450000,2019,4,26,2019-04-01,2021,1986,0.2,1.949913501739502,129.2318909113911,2019-04-01,9.092,-0.24124131316755795,13.017002861746503,-0.4703996937227887,-31.176071066590588
40002 02009,305000,2003,7,3,2003-07-01,2021,NA,0.21,2.4521725177764893,184.00468066437838,2003-07-01,8.357,-0.5038322688057856,12.628067055589549,-1.2354836431345242,-92.70749573001783
40002 02011,387000,2019,5,3,2019-05-01,2021,1915,0.46,2.2044503688812256,223.75817914231396,2019-05-01,9.164,-0.17170477072550305,12.866179972011919,-0.37851464516450145,-38.420346847587055
40002 02012,185000,2016,4,21,2016-04-01,2021,NA,0.23,2.2000064849853516,161.62128182537168,2016-04-01,9.02,-0.2233251123025942,12.128111104060462,-0.49131669532578914,-36.09409091414036
40002 03005,320000,2015,5,21,2015-05-01,2021,2014,0.05,2.9852542877197266,181.42093450205797,2015-05-01,8.944,-0.27173438765361746,12.676076274775909,-0.8111962458638559,-49.29830654446376
40002 03012,80000,2017,10,13,2017-10-01,2021,2020,0.06,2.6176953315734863,195.81231712757133,2017-10-01,9.066,-0.22232427036104116,11.289781913656018,-0.581977204619579,-43.5338305330921
40002 03013,100000,2013,7,23,2013-07-01,2021,2014,0.29,2.5958175659179688,219.28801547833703,2013-07-01,9.19,0.02920071588853773,11.512925464970229,0.07579973124084617,6.403367037744184
40002 03016A,175000,2000,6,9,2000-06-01,2021,1990,0.22,2.4336166381835938,254.14286132840337,2000-06-01,9.25,0.48154738961712407,12.072541252905651,1.1719017394461106,122.38183146251939
